opcode_prefix,source_file,game_name,cheat_name,original_code_line,following_code_line_if_relevant,position_in_cheat,inferred_role,address_field,possible_saturn_address,value_field,address_range_guess,value_width_guess,confidence_low_medium_high,candidate_support_path,risk,notes
10,libretro-sega-saturn\Tomb Raider (GameShark).cht,Tomb Raider,Infinite Health (Colosseum),1024426A+03E8,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x24426A,0x0024426A,0x03E8,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\Tomb Raider (GameShark).cht,Tomb Raider,Infinite Health (Palace Midas),1022210E+03E8,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x22210E,0x0022210E,0x03E8,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\Tomb Raider (GameShark).cht,Tomb Raider,Infinite Health (The Cistern),1021BBC2+03E8,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x21BBC2,0x0021BBC2,0x03E8,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\Tomb Raider (GameShark).cht,Tomb Raider,Infinite Health (Tomb of Tihocan),10215462+03E8,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x215462,0x00215462,0x03E8,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\Tomb Raider (GameShark).cht,Tomb Raider,Infinite Health (City of Khamoon),1022D2A6+03E8,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x22D2A6,0x0022D2A6,0x03E8,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\Tomb Raider (GameShark).cht,Tomb Raider,Infinite Health (Obelisk of Khamoon),102262F2+03E8,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x2262F2,0x002262F2,0x03E8,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\Tomb Raider (GameShark).cht,Tomb Raider,Infinite Health (Sanctuary of The Scion),102356DA+03E8,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x2356DA,0x002356DA,0x03E8,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\Tomb Raider (GameShark).cht,Tomb Raider,Infinite Health (Natla Mines),10225942+03E8,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x225942,0x00225942,0x03E8,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\Tomb Raider (GameShark).cht,Tomb Raider,Infinite Health (Atlantis),1022D54A+03E8,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x22D54A,0x0022D54A,0x03E8,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\Tomb Raider (GameShark).cht,Tomb Raider,Infinite Health (The Great Pyramid),1022AB1E+03E8,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x22AB1E,0x0022AB1E,0x03E8,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
F6,libretro-sega-saturn\Ultimate Mortal Kombat 3 (GameShark).cht,Ultimate Mortal Kombat 3,Master Code,F6017718+C305,B6002800+0000,1/2,master/enabler first record,0x017718,0x06017718,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\Ultimate Mortal Kombat 3 (GameShark).cht,Ultimate Mortal Kombat 3,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
D6,libretro-sega-saturn\Ultimate Mortal Kombat 3 (GameShark).cht,Ultimate Mortal Kombat 3,50% Energy P1,D60D19FC+00A6,,2/2,"D6 conditional candidate, following action unclear",0x0D19FC,0x060D19FC,0x00A6,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit"
D6,libretro-sega-saturn\Ultimate Mortal Kombat 3 (GameShark).cht,Ultimate Mortal Kombat 3,75% Energy P1,D60D19FC+00A6,,2/2,"D6 conditional candidate, following action unclear",0x0D19FC,0x060D19FC,0x00A6,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit"
D6,libretro-sega-saturn\Ultimate Mortal Kombat 3 (GameShark).cht,Ultimate Mortal Kombat 3,25% Energy P1,D60D19FC+00A6,,2/2,"D6 conditional candidate, following action unclear",0x0D19FC,0x060D19FC,0x00A6,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit"
D6,libretro-sega-saturn\Ultimate Mortal Kombat 3 (GameShark).cht,Ultimate Mortal Kombat 3,50% Energy P2,D60D20D8+00A6,,2/2,"D6 conditional candidate, following action unclear",0x0D20D8,0x060D20D8,0x00A6,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit"
D6,libretro-sega-saturn\Ultimate Mortal Kombat 3 (GameShark).cht,Ultimate Mortal Kombat 3,75% Energy P2,D60D20D8+00A6,,2/2,"D6 conditional candidate, following action unclear",0x0D20D8,0x060D20D8,0x00A6,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit"
D6,libretro-sega-saturn\Ultimate Mortal Kombat 3 (GameShark).cht,Ultimate Mortal Kombat 3,25% Energy P2,D60D20D8+00A6,,2/2,"D6 conditional candidate, following action unclear",0x0D20D8,0x060D20D8,0x00A6,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit"
D6,libretro-sega-saturn\Ultimate Mortal Kombat 3 (GameShark).cht,Ultimate Mortal Kombat 3,1-Hit Death P1,D60D19FC+00A6,,2/2,"D6 conditional candidate, following action unclear",0x0D19FC,0x060D19FC,0x00A6,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit"
D6,libretro-sega-saturn\Ultimate Mortal Kombat 3 (GameShark).cht,Ultimate Mortal Kombat 3,1-Hit Death P2,D60D20D8+00A6,,2/2,"D6 conditional candidate, following action unclear",0x0D20D8,0x060D20D8,0x00A6,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit"
F6,libretro-sega-saturn\Virtua Cop (GameShark).cht,Virtua Cop,Master Code,F6003DEE+C305,B6002800+0000,1/2,master/enabler first record,0x003DEE,0x06003DEE,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
