"source_file","game_name","cheat_name","original_code_lines","detected_type","code_prefixes","address_or_addresses","values","reason_currently_unsupported","possible_future_support","estimated_runtime_complexity","estimated_resource_risk","correctness_risk","recommended_priority","notes"
"manual_import_queue_20260613\Willy Wombat (Jpn T-14306G) (GameHacking).cht","Willy Wombat","Area 5 All Stages Completed [ReyVGM]","36069EA1+00FF+36069EA3+00FF+36069EA5+00FF+36069EA7+00FF+36069EA9+00FF","multi-record direct 8-bit group","36","0x069EA1;0x069EA3;0x069EA5;0x069EA7;0x069EA9","0x00FF;0x00FF;0x00FF;0x00FF;0x00FF","8-bit writes are out of scope for current SRMW/SRMR generator","Grouped queue can reuse SRM8 byte-lane RMW path after SRM8/SRM9 timing cleanup.","medium","low","medium","P2","from MISTER_LIBRARY_SKIPPED_20260613.csv; Current SRM8 proof supports one record only."
"manual_import_queue_20260613\Willy Wombat (Jpn T-14306G) (GameHacking).cht","Willy Wombat","Area 6 All Stages Completed [ReyVGM]","36069EB1+00FF+36069EB3+00FF+36069EB5+00FF+36069EB7+00FF+36069EBB+00FF","multi-record direct 8-bit group","36","0x069EB1;0x069EB3;0x069EB5;0x069EB7;0x069EBB","0x00FF;0x00FF;0x00FF;0x00FF;0x00FF","8-bit writes are out of scope for current SRMW/SRMR generator","Grouped queue can reuse SRM8 byte-lane RMW path after SRM8/SRM9 timing cleanup.","medium","low","medium","P2","from MISTER_LIBRARY_SKIPPED_20260613.csv; Current SRM8 proof supports one record only."
"manual_import_queue_20260613\Saturn Bomberman (USA MK-81070) (GameHacking).cht","Saturn Bomberman","Infinite Lives [Ramdemann]","160C063F+0003","odd-aligned 16-bit write","16","0x0C063F","0x0003","simple 16-bit write is not 16-bit aligned","Could be translated to two byte writes or one/two RAMH RMW byte merges.","medium","low","medium","P4","from MISTER_LIBRARY_SKIPPED_20260613.csv; Validate endian/cross-halfword behavior before enabling."
"manual_import_queue_20260613\Saturn Bomberman (USA MK-81070) (GameHacking).cht","Saturn Bomberman","Walk Through Enemies [Ramdemann]","160D5F56+0001+160D5F35+0001","odd-aligned 16-bit write","16","0x0D5F56;0x0D5F35","0x0001;0x0001","simple 16-bit write is not 16-bit aligned","Could be translated to two byte writes or one/two RAMH RMW byte merges.","medium","low","medium","P4","from MISTER_LIBRARY_SKIPPED_20260613.csv; Validate endian/cross-halfword behavior before enabling."
"libretro-sega-saturn\Virtua Cop 2 (GameShark).cht","Virtua Cop 2","Infinite Ammo P2","16052C89+0600","odd-aligned 16-bit write","16","0x052C89","0x0600","simple 16-bit write is not 16-bit aligned","Could be translated to two byte writes or one/two RAMH RMW byte merges.","medium","low","medium","P4","from MISTER_LIBRARY_SKIPPED_20260613.csv; Validate endian/cross-halfword behavior before enabling."
"Alone in the Dark - One-Eyed Jacks Revenge (GameShark).cht","Alone in the Dark - One-Eyed Jacks Revenge","Infinite Revolver Shots","102B800A+0009","other","10","0x2B800A","0x0009","unsupported or mixed record types: unsupported_prefix_10","Opcode research first, then converter-only mapping if it proves to be RAMH direct write; hardware may reuse existing RMW path.","medium","low","high","P5","from generated_srmw_srmr_unsupported_or_skipped.csv; Unsupported prefix 10 direct-looking write; possible alternate direct/non-RAMH/different-width semantics unconfirmed."
"Alone in the Dark - One-Eyed Jacks Revenge (GameShark).cht","Alone in the Dark - One-Eyed Jacks Revenge","Infinite Thompson Ammo","102B7FF8+0009","other","10","0x2B7FF8","0x0009","unsupported or mixed record types: unsupported_prefix_10","Opcode research first, then converter-only mapping if it proves to be RAMH direct write; hardware may reuse existing RMW path.","medium","low","high","P5","from generated_srmw_srmr_unsupported_or_skipped.csv; Unsupported prefix 10 direct-looking write; possible alternate direct/non-RAMH/different-width semantics unconfirmed."
"libretro-sega-saturn\Area 51 (GameShark).cht","Area 51","Infinite Ammo P2","1020557E+0009","other","10","0x20557E","0x0009","unsupported or mixed record types: unsupported_prefix_10","Opcode research first, then converter-only mapping if it proves to be RAMH direct write; hardware may reuse existing RMW path.","medium","low","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; Unsupported prefix 10 direct-looking write; possible alternate direct/non-RAMH/different-width semantics unconfirmed."
"manual_import_queue_20260613\Area 51 (USA T-9705H) (GameHacking).cht.cht","Area 51","Infinite Ammo P2 [ripi3top@centrin.net.id.]","1020557E+0009","other","10","0x20557E","0x0009","unsupported or mixed record types: unsupported_prefix_10","Opcode research first, then converter-only mapping if it proves to be RAMH direct write; hardware may reuse existing RMW path.","medium","low","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; Unsupported prefix 10 direct-looking write; possible alternate direct/non-RAMH/different-width semantics unconfirmed."
"libretro-sega-saturn\Area 51 (GameShark).cht","Area 51","Infinite Bullets P1","102054D6+0008","other","10","0x2054D6","0x0008","unsupported or mixed record types: unsupported_prefix_10","Opcode research first, then converter-only mapping if it proves to be RAMH direct write; hardware may reuse existing RMW path.","medium","low","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; Unsupported prefix 10 direct-looking write; possible alternate direct/non-RAMH/different-width semantics unconfirmed."
"manual_import_queue_20260613\Area 51 (USA T-9705H) (GameHacking).cht.cht","Area 51","Infinite Bullets P1 [InterAct]","102054D6+0008","other","10","0x2054D6","0x0008","unsupported or mixed record types: unsupported_prefix_10","Opcode research first, then converter-only mapping if it proves to be RAMH direct write; hardware may reuse existing RMW path.","medium","low","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; Unsupported prefix 10 direct-looking write; possible alternate direct/non-RAMH/different-width semantics unconfirmed."
"libretro-sega-saturn\Area 51 (GameShark).cht","Area 51","Infinite Credits P1","10250BEC+0009","other","10","0x250BEC","0x0009","unsupported or mixed record types: unsupported_prefix_10","Opcode research first, then converter-only mapping if it proves to be RAMH direct write; hardware may reuse existing RMW path.","medium","low","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; Unsupported prefix 10 direct-looking write; possible alternate direct/non-RAMH/different-width semantics unconfirmed."
"manual_import_queue_20260613\Area 51 (USA T-9705H) (GameHacking).cht.cht","Area 51","Infinite Credits P1 [ripi3top@centrin.net.id.]","10250BEC+0009","other","10","0x250BEC","0x0009","unsupported or mixed record types: unsupported_prefix_10","Opcode research first, then converter-only mapping if it proves to be RAMH direct write; hardware may reuse existing RMW path.","medium","low","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; Unsupported prefix 10 direct-looking write; possible alternate direct/non-RAMH/different-width semantics unconfirmed."
"libretro-sega-saturn\Area 51 (GameShark).cht","Area 51","Infinite Credits P2","10250BEE+0009","other","10","0x250BEE","0x0009","unsupported or mixed record types: unsupported_prefix_10","Opcode research first, then converter-only mapping if it proves to be RAMH direct write; hardware may reuse existing RMW path.","medium","low","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; Unsupported prefix 10 direct-looking write; possible alternate direct/non-RAMH/different-width semantics unconfirmed."
"manual_import_queue_20260613\Area 51 (USA T-9705H) (GameHacking).cht.cht","Area 51","Infinite Credits P2 [ripi3top@centrin.net.id.]","10250BEE+0009","other","10","0x250BEE","0x0009","unsupported or mixed record types: unsupported_prefix_10","Opcode research first, then converter-only mapping if it proves to be RAMH direct write; hardware may reuse existing RMW path.","medium","low","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; Unsupported prefix 10 direct-looking write; possible alternate direct/non-RAMH/different-width semantics unconfirmed."
"libretro-sega-saturn\Area 51 (GameShark).cht","Area 51","Infinite Grenade P1","102054DA+0009","other","10","0x2054DA","0x0009","unsupported or mixed record types: unsupported_prefix_10","Opcode research first, then converter-only mapping if it proves to be RAMH direct write; hardware may reuse existing RMW path.","medium","low","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; Unsupported prefix 10 direct-looking write; possible alternate direct/non-RAMH/different-width semantics unconfirmed."
"manual_import_queue_20260613\Area 51 (USA T-9705H) (GameHacking).cht.cht","Area 51","Infinite Grenade P1 [ripi3top@centrin.net.id.]","102054DA+0009","other","10","0x2054DA","0x0009","unsupported or mixed record types: unsupported_prefix_10","Opcode research first, then converter-only mapping if it proves to be RAMH direct write; hardware may reuse existing RMW path.","medium","low","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; Unsupported prefix 10 direct-looking write; possible alternate direct/non-RAMH/different-width semantics unconfirmed."
"libretro-sega-saturn\Area 51 (GameShark).cht","Area 51","Infinite Grenade P2","10205582+0009","other","10","0x205582","0x0009","unsupported or mixed record types: unsupported_prefix_10","Opcode research first, then converter-only mapping if it proves to be RAMH direct write; hardware may reuse existing RMW path.","medium","low","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; Unsupported prefix 10 direct-looking write; possible alternate direct/non-RAMH/different-width semantics unconfirmed."
"manual_import_queue_20260613\Area 51 (USA T-9705H) (GameHacking).cht.cht","Area 51","Infinite Grenade P2 [ripi3top@centrin.net.id.]","10205582+0009","other","10","0x205582","0x0009","unsupported or mixed record types: unsupported_prefix_10","Opcode research first, then converter-only mapping if it proves to be RAMH direct write; hardware may reuse existing RMW path.","medium","low","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; Unsupported prefix 10 direct-looking write; possible alternate direct/non-RAMH/different-width semantics unconfirmed."
"libretro-sega-saturn\Area 51 (GameShark).cht","Area 51","Infinite Health P1","10205502+0004","other","10","0x205502","0x0004","unsupported or mixed record types: unsupported_prefix_10","Opcode research first, then converter-only mapping if it proves to be RAMH direct write; hardware may reuse existing RMW path.","medium","low","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; Unsupported prefix 10 direct-looking write; possible alternate direct/non-RAMH/different-width semantics unconfirmed."
"manual_import_queue_20260613\Area 51 (USA T-9705H) (GameHacking).cht.cht","Area 51","Infinite Health P1 [InterAct]","10205502+0004","other","10","0x205502","0x0004","unsupported or mixed record types: unsupported_prefix_10","Opcode research first, then converter-only mapping if it proves to be RAMH direct write; hardware may reuse existing RMW path.","medium","low","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; Unsupported prefix 10 direct-looking write; possible alternate direct/non-RAMH/different-width semantics unconfirmed."
"libretro-sega-saturn\Area 51 (GameShark).cht","Area 51","Infinite Lives P1","10205502+0009","other","10","0x205502","0x0009","unsupported or mixed record types: unsupported_prefix_10","Opcode research first, then converter-only mapping if it proves to be RAMH direct write; hardware may reuse existing RMW path.","medium","low","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; Unsupported prefix 10 direct-looking write; possible alternate direct/non-RAMH/different-width semantics unconfirmed."
"manual_import_queue_20260613\Area 51 (USA T-9705H) (GameHacking).cht.cht","Area 51","Infinite Lives P1 [ripi3top@centrin.net.id.]","10205502+0009","other","10","0x205502","0x0009","unsupported or mixed record types: unsupported_prefix_10","Opcode research first, then converter-only mapping if it proves to be RAMH direct write; hardware may reuse existing RMW path.","medium","low","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; Unsupported prefix 10 direct-looking write; possible alternate direct/non-RAMH/different-width semantics unconfirmed."
"libretro-sega-saturn\Area 51 (GameShark).cht","Area 51","Infinite Lives P2","102055AA+0009","other","10","0x2055AA","0x0009","unsupported or mixed record types: unsupported_prefix_10","Opcode research first, then converter-only mapping if it proves to be RAMH direct write; hardware may reuse existing RMW path.","medium","low","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; Unsupported prefix 10 direct-looking write; possible alternate direct/non-RAMH/different-width semantics unconfirmed."
"manual_import_queue_20260613\Area 51 (USA T-9705H) (GameHacking).cht.cht","Area 51","Infinite Lives P2 [ripi3top@centrin.net.id.]","102055AA+0009","other","10","0x2055AA","0x0009","unsupported or mixed record types: unsupported_prefix_10","Opcode research first, then converter-only mapping if it proves to be RAMH direct write; hardware may reuse existing RMW path.","medium","low","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; Unsupported prefix 10 direct-looking write; possible alternate direct/non-RAMH/different-width semantics unconfirmed."
"libretro-sega-saturn\Astal (GameShark).cht","Astal","Infinite Energy P2","360DBD39+0005","other","36","0x0DBD39","0x0005","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Astal (USA MK-81019) (GameHacking).cht.cht","Astal","Infinite Energy P2 [ejcjrj@execpc.com]","360DBD39+0005","other","36","0x0DBD39","0x0005","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"libretro-sega-saturn\Astal (GameShark).cht","Astal","Infinite Lives","360DBD3A+0063","other","36","0x0DBD3A","0x0063","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Astal (USA MK-81019) (GameHacking).cht.cht","Astal","Infinite Lives [ejcjrj@execpc.com]","360DBD3A+0063","other","36","0x0DBD3A","0x0063","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"libretro-sega-saturn\Astal (GameShark).cht","Astal","Infinite Power","360DBB76+00FF","other","36","0x0DBB76","0x00FF","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Astal (USA MK-81019) (GameHacking).cht.cht","Astal","Infinite Power [ejcjrj@execpc.com]","360DBB76+00FF","other","36","0x0DBB76","0x00FF","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"libretro-sega-saturn\Astal (GameShark).cht","Astal","Unlimited Energy","360DBD38+0005","other","36","0x0DBD38","0x0005","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Astal (USA MK-81019) (GameHacking).cht.cht","Astal","Unlimited Energy [InterAct]","360DBD38+0005","other","36","0x0DBD38","0x0005","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
